Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Government,CUST_ID_033,PROD_ID_004,Medium,"  1,351.50 ",  250.00 ,  350.00 ,"  473,025.00 ",42572.25,"  430,452.75 ",  430.45 ,"  351,390.00 ","  79,062.75 ",  79.06 ,11/21/2022,Nov,Q4,2022,Logan Garcia,VTT,USA
Channel Partners,CUST_ID_067,PROD_ID_004,Medium,  880.00 ,  250.00 ,  12.00 ,"  10,560.00 ",950.4,"  9,609.60 ",  9.61 ,"  2,640.00 ","  6,969.60 ",  6.97 ,11/7/2021,Nov,Q4,2022,Henry Phillips,VTT,England
Small Business,CUST_ID_075,PROD_ID_004,Medium,"  1,867.00 ",  250.00 ,  300.00 ,"  560,100.00 ",50409,"  509,691.00 ",  509.69 ,"  466,750.00 ","  42,941.00 ",  42.94 ,1/24/2021,Jan,Q1,2022,Logan Martin,VTT,England
Midmarket,CUST_ID_087,PROD_ID_004,Medium,"  1,227.00 ",  250.00 ,  15.00 ,"  18,405.00 ",1656.45,"  16,748.55 ",  16.75 ,"  12,270.00 ","  4,478.55 ",  4.48 ,10/25/2022,Oct,Q4,2022,Logan Phillips,VTT,India
Enterprise,CUST_ID_125,PROD_ID_004,Medium,  877.00 ,  250.00 ,  125.00 ,"  109,625.00 ",9866.25,"  99,758.75 ",  99.76 ,"  105,240.00 ","  -5,481.25 ",  -5.48 ,10/25/2022,Oct,Q4,2022,Samuel Hill,VTT,Germany
Government,CUST_ID_064,PROD_ID_006,Medium,"  2,071.00 ",  260.00 ,  350.00 ,"  724,850.00 ",65236.5,"  659,613.50 ",  659.61 ,"  538,460.00 ","  121,153.50 ",  121.15 ,8/18/2022,Aug,Q3,2022,Charlotte Anderson,Amarilla,Japan
Government,CUST_ID_047,PROD_ID_006,Medium,"  1,269.00 ",  260.00 ,  350.00 ,"  444,150.00 ",39973.5,"  404,176.50 ",  404.18 ,"  329,940.00 ","  74,236.50 ",  74.24 ,4/6/2021,Apr,Q2,2022,Michael Wilson,Amarilla,India
Government,CUST_ID_093,PROD_ID_006,Medium,"  1,694.00 ",  260.00 ,  20.00 ,"  33,880.00 ",3049.2,"  30,830.80 ",  30.83 ,"  16,940.00 ","  13,890.80 ",  13.89 ,4/18/2021,Apr,Q2,2022,Jackson Hill,Amarilla,Germany
Government,CUST_ID_048,PROD_ID_005,Medium,  663.00 ,  3.00 ,  20.00 ,"  13,260.00 ",1193.4,"  12,066.60 ",  12.07 ,"  6,630.00 ","  5,436.60 ",  5.44 ,10/29/2021,Oct,Q4,2022,Sofia Turner,Carretera,Japan
Government,CUST_ID_042,PROD_ID_005,Medium,  819.00 ,  3.00 ,  7.00 ,"  5,733.00 ",515.97,"  5,217.03 ",  5.22 ,"  4,095.00 ","  1,122.03 ",  1.12 ,9/13/2021,Sep,Q3,2022,Emily Garcia,Carretera,Canada
Channel Partners,CUST_ID_010,PROD_ID_005,Medium,"  1,580.00 ",  3.00 ,  12.00 ,"  18,960.00 ",1706.4,"  17,253.60 ",  17.25 ,"  4,740.00 ","  12,513.60 ",  12.51 ,1/21/2022,Jan,Q1,2022,Sophia Anderson,Carretera,Canada
Government,CUST_ID_066,PROD_ID_005,Medium,  521.00 ,  3.00 ,  7.00 ,"  3,647.00 ",328.23,"  3,318.77 ",  3.32 ,"  2,605.00 ",  713.77 ,  0.71 ,10/26/2021,Oct,Q4,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_027,PROD_ID_002,Medium,  973.00 ,  10.00 ,  20.00 ,"  19,460.00 ",1751.4,"  17,708.60 ",  17.71 ,"  9,730.00 ","  7,978.60 ",  7.98 ,1/6/2021,Jan,Q1,2022,Michael Hill,Paseo,England
Government,CUST_ID_040,PROD_ID_002,Medium,"  1,038.00 ",  10.00 ,  20.00 ,"  20,760.00 ",1868.4,"  18,891.60 ",  18.89 ,"  10,380.00 ","  8,511.60 ",  8.51 ,8/5/2022,Aug,Q3,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_072,PROD_ID_002,Medium,  360.00 ,  10.00 ,  7.00 ,"  2,520.00 ",226.8,"  2,293.20 ",  2.29 ,"  1,800.00 ",  493.20 ,  0.49 ,5/15/2021,May,Q2,2022,Emily Hill,Paseo,Japan
Channel Partners,CUST_ID_123,PROD_ID_003,Medium,"  1,967.00 ",  120.00 ,  12.00 ,"  23,604.00 ",2124.36,"  21,479.64 ",  21.48 ,"  5,901.00 ","  15,578.64 ",  15.58 ,3/2/2021,Mar,Q1,2022,Logan Martin,Velo,England
Midmarket,CUST_ID_091,PROD_ID_003,Medium,"  2,628.00 ",  120.00 ,  15.00 ,"  39,420.00 ",3547.8,"  35,872.20 ",  35.87 ,"  26,280.00 ","  9,592.20 ",  9.59 ,12/21/2021,Dec,Q4,2022,Henry Garcia,Velo,England
Government,CUST_ID_056,PROD_ID_004,Medium,  360.00 ,  250.00 ,  7.00 ,"  2,520.00 ",226.8,"  2,293.20 ",  2.29 ,"  1,800.00 ",  493.20 ,  0.49 ,12/4/2022,Dec,Q4,2022,Amelia Perez,VTT,Japan
Government,CUST_ID_034,PROD_ID_004,Medium,  521.00 ,  250.00 ,  7.00 ,"  3,647.00 ",328.23,"  3,318.77 ",  3.32 ,"  2,605.00 ",  713.77 ,  0.71 ,2/13/2022,Feb,Q1,2022,Charlotte Davis,VTT,Canada
Government,CUST_ID_093,PROD_ID_006,Medium,"  1,038.00 ",  260.00 ,  20.00 ,"  20,760.00 ",1868.4,"  18,891.60 ",  18.89 ,"  10,380.00 ","  8,511.60 ",  8.51 ,6/25/2022,Jun,Q2,2022,Jackson Hill,Amarilla,Germany
Midmarket,CUST_ID_103,PROD_ID_006,Medium,"  1,630.50 ",  260.00 ,  15.00 ,"  24,457.50 ",2201.175,"  22,256.33 ",  22.26 ,"  16,305.00 ","  5,951.33 ",  5.95 ,5/9/2021,May,Q2,2022,Henry Martin,Amarilla,India
Government,CUST_ID_099,PROD_ID_001,High,"  2,328.00 ",  5.00 ,  7.00 ,"  16,296.00 ",1629.6,"  14,666.40 ",  14.67 ,"  11,640.00 ","  3,026.40 ",  3.03 ,10/22/2021,Oct,Q4,2022,Logan Martin,Montana,England
Enterprise,CUST_ID_009,PROD_ID_005,High,"  3,445.50 ",  3.00 ,  125.00 ,"  430,687.50 ",43068.75,"  387,618.75 ",  387.62 ,"  413,460.00 ","  -25,841.25 ",  -25.84 ,10/25/2021,Oct,Q4,2022,Mason Taylor,Carretera,USA
Government,CUST_ID_099,PROD_ID_001,High,"  2,313.00 ",  5.00 ,  350.00 ,"  809,550.00 ",80955,"  728,595.00 ",  728.60 ,"  601,380.00 ","  127,215.00 ",  127.22 ,6/7/2022,Jun,Q2,2022,Logan Martin,Montana,England
Midmarket,CUST_ID_145,PROD_ID_001,High,"  2,072.00 ",  5.00 ,  15.00 ,"  31,080.00 ",3108,"  27,972.00 ",  27.97 ,"  20,720.00 ","  7,252.00 ",  7.25 ,4/23/2021,Apr,Q2,2022,Benjamin Phillips,Montana,USA
Government,CUST_ID_052,PROD_ID_002,High,"  1,954.00 ",  10.00 ,  20.00 ,"  39,080.00 ",3908,"  35,172.00 ",  35.17 ,"  19,540.00 ","  15,632.00 ",  15.63 ,1/16/2021,Jan,Q1,2022,Charlotte Martin,Paseo,France
Small Business,CUST_ID_003,PROD_ID_002,High,  591.00 ,  10.00 ,  300.00 ,"  177,300.00 ",17730,"  159,570.00 ",  159.57 ,"  147,750.00 ","  11,820.00 ",  11.82 ,4/22/2022,Apr,Q2,2022,Noah Williams,Paseo,England
Government,CUST_ID_072,PROD_ID_002,High,  241.00 ,  10.00 ,  20.00 ,"  4,820.00 ",482,"  4,338.00 ",  4.34 ,"  2,410.00 ","  1,928.00 ",  1.93 ,10/24/2022,Oct,Q4,2022,Emily Hill,Paseo,Japan
Midmarket,CUST_ID_096,PROD_ID_003,High,  681.00 ,  120.00 ,  15.00 ,"  10,215.00 ",1021.5,"  9,193.50 ",  9.19 ,"  6,810.00 ","  2,383.50 ",  2.38 ,5/19/2021,May,Q2,2022,Emily Phillips,Velo,Japan
Midmarket,CUST_ID_096,PROD_ID_003,High,  510.00 ,  120.00 ,  15.00 ,"  7,650.00 ",765,"  6,885.00 ",  6.89 ,"  5,100.00 ","  1,785.00 ",  1.79 ,2/5/2022,Feb,Q1,2022,Emily Phillips,Velo,Japan
Midmarket,CUST_ID_135,PROD_ID_003,High,  790.00 ,  120.00 ,  15.00 ,"  11,850.00 ",1185,"  10,665.00 ",  10.67 ,"  7,900.00 ","  2,765.00 ",  2.77 ,12/7/2021,Dec,Q4,2022,Logan Phillips,Velo,India
Government,CUST_ID_054,PROD_ID_003,High,  639.00 ,  120.00 ,  350.00 ,"  223,650.00 ",22365,"  201,285.00 ",  201.29 ,"  166,140.00 ","  35,145.00 ",  35.15 ,6/14/2021,Jun,Q2,2022,Harper Wilson,Velo,Italy
Enterprise,CUST_ID_015,PROD_ID_003,High,"  1,596.00 ",  120.00 ,  125.00 ,"  199,500.00 ",19950,"  179,550.00 ",  179.55 ,"  191,520.00 ","  -11,970.00 ",  -11.97 ,5/10/2022,May,Q2,2022,Samuel Taylor,Velo,India
Government,CUST_ID_028,PROD_ID_003,High,  241.00 ,  120.00 ,  20.00 ,"  4,820.00 ",482,"  4,338.00 ",  4.34 ,"  2,410.00 ","  1,928.00 ",  1.93 ,6/21/2022,Jun,Q2,2022,Sofia Phillips,Velo,France
Government,CUST_ID_028,PROD_ID_003,High,"  2,665.00 ",  120.00 ,  7.00 ,"  18,655.00 ",1865.5,"  16,789.50 ",  16.79 ,"  13,325.00 ","  3,464.50 ",  3.46 ,10/7/2022,Oct,Q4,2022,Sofia Phillips,Velo,France
Small Business,CUST_ID_061,PROD_ID_003,High,  853.00 ,  120.00 ,  300.00 ,"  255,900.00 ",25590,"  230,310.00 ",  230.31 ,"  213,250.00 ","  17,060.00 ",  17.06 ,1/17/2022,Jan,Q1,2022,Benjamin Martin,Velo,Germany
Enterprise,CUST_ID_125,PROD_ID_004,High,  341.00 ,  250.00 ,  125.00 ,"  42,625.00 ",4262.5,"  38,362.50 ",  38.36 ,"  40,920.00 ","  -2,557.50 ",  -2.56 ,1/30/2022,Jan,Q1,2022,Samuel Hill,VTT,Germany
Midmarket,CUST_ID_045,PROD_ID_004,High,  641.00 ,  250.00 ,  15.00 ,"  9,615.00 ",961.5,"  8,653.50 ",  8.65 ,"  6,410.00 ","  2,243.50 ",  2.24 ,8/30/2021,Aug,Q3,2022,Alexander Hill,VTT,Germany
Government,CUST_ID_033,PROD_ID_004,High,"  2,807.00 ",  250.00 ,  350.00 ,"  982,450.00 ",98245,"  884,205.00 ",  884.21 ,"  729,820.00 ","  154,385.00 ",  154.39 ,9/4/2021,Sep,Q3,2022,Logan Garcia,VTT,USA
Small Business,CUST_ID_017,PROD_ID_004,High,  432.00 ,  250.00 ,  300.00 ,"  129,600.00 ",12960,"  116,640.00 ",  116.64 ,"  108,000.00 ","  8,640.00 ",  8.64 ,1/20/2022,Jan,Q1,2022,Henry Anderson,VTT,USA
Enterprise,CUST_ID_105,PROD_ID_004,High,"  2,529.00 ",  250.00 ,  125.00 ,"  316,125.00 ",31612.5,"  284,512.50 ",  284.51 ,"  303,480.00 ","  -18,967.50 ",  -18.97 ,8/18/2021,Aug,Q3,2022,Jackson Turner,VTT,USA
Enterprise,CUST_ID_148,PROD_ID_006,High,  579.00 ,  260.00 ,  125.00 ,"  72,375.00 ",7237.5,"  65,137.50 ",  65.14 ,"  69,480.00 ","  -4,342.50 ",  -4.34 ,12/8/2022,Dec,Q4,2022,Charlotte Garcia,Amarilla,France
Government,CUST_ID_047,PROD_ID_006,High,"  2,240.00 ",  260.00 ,  350.00 ,"  784,000.00 ",78400,"  705,600.00 ",  705.60 ,"  582,400.00 ","  123,200.00 ",  123.20 ,11/13/2022,Nov,Q4,2022,Michael Wilson,Amarilla,India
Small Business,CUST_ID_144,PROD_ID_006,High,"  2,993.00 ",  260.00 ,  300.00 ,"  897,900.00 ",89790,"  808,110.00 ",  808.11 ,"  748,250.00 ","  59,860.00 ",  59.86 ,8/9/2022,Aug,Q3,2022,Emily Hill,Amarilla,Japan
Channel Partners,CUST_ID_095,PROD_ID_006,High,"  3,520.50 ",  260.00 ,  12.00 ,"  42,246.00 ",4224.6,"  38,021.40 ",  38.02 ,"  10,561.50 ","  27,459.90 ",  27.46 ,11/26/2021,Nov,Q4,2022,Aiden Garcia,Amarilla,India
Government,CUST_ID_093,PROD_ID_006,High,"  2,039.00 ",  260.00 ,  20.00 ,"  40,780.00 ",4078,"  36,702.00 ",  36.70 ,"  20,390.00 ","  16,312.00 ",  16.31 ,4/18/2021,Apr,Q2,2022,Jackson Hill,Amarilla,Germany
Channel Partners,CUST_ID_098,PROD_ID_006,High,"  2,574.00 ",  260.00 ,  12.00 ,"  30,888.00 ",3088.8,"  27,799.20 ",  27.80 ,"  7,722.00 ","  20,077.20 ",  20.08 ,5/2/2022,May,Q2,2022,Mia Turner,Amarilla,Canada
Government,CUST_ID_047,PROD_ID_006,High,  707.00 ,  260.00 ,  350.00 ,"  247,450.00 ",24745,"  222,705.00 ",  222.71 ,"  183,820.00 ","  38,885.00 ",  38.89 ,1/16/2022,Jan,Q1,2022,Michael Wilson,Amarilla,India
Midmarket,CUST_ID_019,PROD_ID_006,High,"  2,072.00 ",  260.00 ,  15.00 ,"  31,080.00 ",3108,"  27,972.00 ",  27.97 ,"  20,720.00 ","  7,252.00 ",  7.25 ,11/24/2021,Nov,Q4,2022,Jackson Martinez,Amarilla,England
Small Business,CUST_ID_149,PROD_ID_006,High,  853.00 ,  260.00 ,  300.00 ,"  255,900.00 ",25590,"  230,310.00 ",  230.31 ,"  213,250.00 ","  17,060.00 ",  17.06 ,12/11/2022,Dec,Q4,2022,Samuel Hill,Amarilla,Germany
Government,CUST_ID_052,PROD_ID_002,High,"  2,532.00 ",  10.00 ,  7.00 ,"  17,724.00 ",1949.64,"  15,774.36 ",  15.77 ,"  12,660.00 ","  3,114.36 ",  3.11 ,9/16/2022,Sep,Q3,2022,Charlotte Martin,Paseo,France
Midmarket,CUST_ID_140,PROD_ID_003,High,  384.00 ,  120.00 ,  15.00 ,"  5,760.00 ",633.6,"  5,126.40 ",  5.13 ,"  3,840.00 ","  1,286.40 ",  1.29 ,6/8/2021,Jun,Q2,2022,Amelia Phillips,Velo,France
Channel Partners,CUST_ID_114,PROD_ID_003,High,  472.00 ,  120.00 ,  12.00 ,"  5,664.00 ",623.04,"  5,040.96 ",  5.04 ,"  1,416.00 ","  3,624.96 ",  3.62 ,11/28/2021,Nov,Q4,2022,Harper Martin,Velo,Canada
Government,CUST_ID_033,PROD_ID_004,High,"  1,579.00 ",  250.00 ,  7.00 ,"  11,053.00 ",1215.83,"  9,837.17 ",  9.84 ,"  7,895.00 ","  1,942.17 ",  1.94 ,2/6/2022,Feb,Q1,2022,Logan Garcia,VTT,USA
Midmarket,CUST_ID_046,PROD_ID_006,High,"  3,199.50 ",  260.00 ,  15.00 ,"  47,992.50 ",5279.175,"  42,713.33 ",  42.71 ,"  31,995.00 ","  10,718.33 ",  10.72 ,4/15/2021,Apr,Q2,2022,Avery Anderson,Amarilla,Italy
Channel Partners,CUST_ID_098,PROD_ID_006,High,  472.00 ,  260.00 ,  12.00 ,"  5,664.00 ",623.04,"  5,040.96 ",  5.04 ,"  1,416.00 ","  3,624.96 ",  3.62 ,10/13/2021,Oct,Q4,2022,Mia Turner,Amarilla,Canada
Channel Partners,CUST_ID_036,PROD_ID_005,High,"  1,937.00 ",  3.00 ,  12.00 ,"  23,244.00 ",2556.84,"  20,687.16 ",  20.69 ,"  5,811.00 ","  14,876.16 ",  14.88 ,10/4/2021,Oct,Q4,2022,Harper Anderson,Carretera,France
Government,CUST_ID_048,PROD_ID_005,High,  792.00 ,  3.00 ,  350.00 ,"  277,200.00 ",30492,"  246,708.00 ",  246.71 ,"  205,920.00 ","  40,788.00 ",  40.79 ,5/23/2021,May,Q2,2022,Sofia Turner,Carretera,Japan
Small Business,CUST_ID_020,PROD_ID_005,High,"  2,811.00 ",  3.00 ,  300.00 ,"  843,300.00 ",92763,"  750,537.00 ",  750.54 ,"  702,750.00 ","  47,787.00 ",  47.79 ,8/31/2022,Aug,Q3,2022,Abigail Robinson,Carretera,France
Enterprise,CUST_ID_085,PROD_ID_005,High,"  2,441.00 ",  3.00 ,  125.00 ,"  305,125.00 ",33563.75,"  271,561.25 ",  271.56 ,"  292,920.00 ","  -21,358.75 ",  -21.36 ,4/5/2022,Apr,Q2,2022,Benjamin Garcia,Carretera,Germany
Government,CUST_ID_037,PROD_ID_001,High,  766.00 ,  5.00 ,  350.00 ,"  268,100.00 ",29491,"  238,609.00 ",  238.61 ,"  199,160.00 ","  39,449.00 ",  39.45 ,4/14/2022,Apr,Q2,2022,Henry Martinez,Montana,Germany
Midmarket,CUST_ID_112,PROD_ID_001,High,"  2,157.00 ",  5.00 ,  15.00 ,"  32,355.00 ",3559.05,"  28,795.95 ",  28.80 ,"  21,570.00 ","  7,225.95 ",  7.23 ,8/30/2022,Aug,Q3,2022,Charlotte Hill,Montana,Japan
Small Business,CUST_ID_070,PROD_ID_002,High,  873.00 ,  10.00 ,  300.00 ,"  261,900.00 ",28809,"  233,091.00 ",  233.09 ,"  218,250.00 ","  14,841.00 ",  14.84 ,12/31/2021,Dec,Q4,2022,Abigail Garcia,Paseo,Italy
Government,CUST_ID_040,PROD_ID_002,High,"  1,122.00 ",  10.00 ,  20.00 ,"  22,440.00 ",2468.4,"  19,971.60 ",  19.97 ,"  11,220.00 ","  8,751.60 ",  8.75 ,12/27/2021,Dec,Q4,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_004,PROD_ID_002,High,"  2,104.50 ",  10.00 ,  350.00 ,"  736,575.00 ",81023.25,"  655,551.75 ",  655.55 ,"  547,170.00 ","  108,381.75 ",  108.38 ,12/3/2021,Dec,Q4,2022,Olivia Brown,Paseo,France
Channel Partners,CUST_ID_060,PROD_ID_002,High,"  4,026.00 ",  10.00 ,  12.00 ,"  48,312.00 ",5314.32,"  42,997.68 ",  43.00 ,"  12,078.00 ","  30,919.68 ",  30.92 ,4/20/2022,Apr,Q2,2022,Emily Garcia,Paseo,France
Channel Partners,CUST_ID_025,PROD_ID_002,High,"  2,425.50 ",  10.00 ,  12.00 ,"  29,106.00 ",3201.66,"  25,904.34 ",  25.90 ,"  7,276.50 ","  18,627.84 ",  18.63 ,12/1/2021,Dec,Q4,2022,Alexander Perez,Paseo,USA
Government,CUST_ID_004,PROD_ID_002,High,"  2,394.00 ",  10.00 ,  20.00 ,"  47,880.00 ",5266.8,"  42,613.20 ",  42.61 ,"  23,940.00 ","  18,673.20 ",  18.67 ,3/12/2021,Mar,Q1,2022,Olivia Brown,Paseo,France
Midmarket,CUST_ID_044,PROD_ID_002,High,"  1,984.00 ",  10.00 ,  15.00 ,"  29,760.00 ",3273.6,"  26,486.40 ",  26.49 ,"  19,840.00 ","  6,646.40 ",  6.65 ,11/24/2022,Nov,Q4,2022,Elizabeth Martin,Paseo,France
Enterprise,CUST_ID_051,PROD_ID_002,High,"  2,441.00 ",  10.00 ,  125.00 ,"  305,125.00 ",33563.75,"  271,561.25 ",  271.56 ,"  292,920.00 ","  -21,358.75 ",  -21.36 ,10/5/2021,Oct,Q4,2022,Logan Phillips,Paseo,England
Small Business,CUST_ID_070,PROD_ID_002,High,"  1,366.00 ",  10.00 ,  300.00 ,"  409,800.00 ",45078,"  364,722.00 ",  364.72 ,"  341,500.00 ","  23,222.00 ",  23.22 ,10/17/2021,Oct,Q4,2022,Abigail Garcia,Paseo,Italy
Government,CUST_ID_016,PROD_ID_003,High,"  1,808.00 ",  120.00 ,  7.00 ,"  12,656.00 ",1392.16,"  11,263.84 ",  11.26 ,"  9,040.00 ","  2,223.84 ",  2.22 ,4/8/2021,Apr,Q2,2022,Harper Davis,Velo,Japan
Channel Partners,CUST_ID_081,PROD_ID_004,High,"  1,734.00 ",  250.00 ,  12.00 ,"  20,808.00 ",2288.88,"  18,519.12 ",  18.52 ,"  5,202.00 ","  13,317.12 ",  13.32 ,10/3/2021,Oct,Q4,2022,Jackson Lewis,VTT,USA
Enterprise,CUST_ID_125,PROD_ID_004,High,  554.00 ,  250.00 ,  125.00 ,"  69,250.00 ",7617.5,"  61,632.50 ",  61.63 ,"  66,480.00 ","  -4,847.50 ",  -4.85 ,6/4/2021,Jun,Q2,2022,Samuel Hill,VTT,Germany
Enterprise,CUST_ID_073,PROD_ID_006,High,"  3,165.00 ",  260.00 ,  125.00 ,"  395,625.00 ",43518.75,"  352,106.25 ",  352.11 ,"  379,800.00 ","  -27,693.75 ",  -27.69 ,11/7/2021,Nov,Q4,2022,Benjamin Phillips,Amarilla,USA
Government,CUST_ID_093,PROD_ID_006,High,"  2,629.00 ",  260.00 ,  20.00 ,"  52,580.00 ",5783.8,"  46,796.20 ",  46.80 ,"  26,290.00 ","  20,506.20 ",  20.51 ,4/26/2022,Apr,Q2,2022,Jackson Hill,Amarilla,Germany
Enterprise,CUST_ID_138,PROD_ID_006,High,"  1,433.00 ",  260.00 ,  125.00 ,"  179,125.00 ",19703.75,"  159,421.25 ",  159.42 ,"  171,960.00 ","  -12,538.75 ",  -12.54 ,7/21/2021,Jul,Q3,2022,Harper Martin,Amarilla,Canada
Midmarket,CUST_ID_104,PROD_ID_006,High,"  2,157.00 ",  260.00 ,  15.00 ,"  32,355.00 ",3559.05,"  28,795.95 ",  28.80 ,"  21,570.00 ","  7,225.95 ",  7.23 ,10/27/2021,Oct,Q4,2022,Amelia Hill,Amarilla,Japan
Government,CUST_ID_066,PROD_ID_005,High,  886.00 ,  3.00 ,  350.00 ,"  310,100.00 ",37212,"  272,888.00 ",  272.89 ,"  230,360.00 ","  42,528.00 ",  42.53 ,12/7/2022,Dec,Q4,2022,Harper Turner,Carretera,Canada
Enterprise,CUST_ID_100,PROD_ID_005,High,"  2,156.00 ",  3.00 ,  125.00 ,"  269,500.00 ",32340,"  237,160.00 ",  237.16 ,"  258,720.00 ","  -21,560.00 ",  -21.56 ,10/18/2021,Oct,Q4,2022,Charlotte Garcia,Carretera,France
Midmarket,CUST_ID_090,PROD_ID_005,High,"  2,689.00 ",  3.00 ,  15.00 ,"  40,335.00 ",4840.2,"  35,494.80 ",  35.49 ,"  26,890.00 ","  8,604.80 ",  8.60 ,6/16/2021,Jun,Q2,2022,Harper Martin,Carretera,Canada
Midmarket,CUST_ID_113,PROD_ID_001,High,  677.00 ,  5.00 ,  15.00 ,"  10,155.00 ",1218.6,"  8,936.40 ",  8.94 ,"  6,770.00 ","  2,166.40 ",  2.17 ,11/2/2022,Nov,Q4,2022,Samuel Turner,Montana,USA
Small Business,CUST_ID_078,PROD_ID_001,High,"  1,773.00 ",  5.00 ,  300.00 ,"  531,900.00 ",63828,"  468,072.00 ",  468.07 ,"  443,250.00 ","  24,822.00 ",  24.82 ,12/3/2022,Dec,Q4,2022,Harper Hill,Montana,Italy
Government,CUST_ID_049,PROD_ID_001,High,"  2,420.00 ",  5.00 ,  7.00 ,"  16,940.00 ",2032.8,"  14,907.20 ",  14.91 ,"  12,100.00 ","  2,807.20 ",  2.81 ,12/2/2021,Dec,Q4,2022,Elijah Perez,Montana,USA
Government,CUST_ID_043,PROD_ID_001,High,"  2,734.00 ",  5.00 ,  7.00 ,"  19,138.00 ",2296.56,"  16,841.44 ",  16.84 ,"  13,670.00 ","  3,171.44 ",  3.17 ,5/7/2022,May,Q2,2022,Sebastian Phillips,Montana,England
Small Business,CUST_ID_116,PROD_ID_002,High,"  3,495.00 ",  10.00 ,  300.00 ,"  1,048,500.00 ",125820,"  922,680.00 ",  922.68 ,"  873,750.00 ","  48,930.00 ",  48.93 ,9/3/2022,Sep,Q3,2022,Amelia Phillips,Paseo,France
Government,CUST_ID_040,PROD_ID_002,High,  886.00 ,  10.00 ,  350.00 ,"  310,100.00 ",37212,"  272,888.00 ",  272.89 ,"  230,360.00 ","  42,528.00 ",  42.53 ,6/26/2021,Jun,Q2,2022,Abigail Lewis,Paseo,Japan
Enterprise,CUST_ID_024,PROD_ID_002,High,"  2,156.00 ",  10.00 ,  125.00 ,"  269,500.00 ",32340,"  237,160.00 ",  237.16 ,"  258,720.00 ","  -21,560.00 ",  -21.56 ,6/24/2021,Jun,Q2,2022,Elizabeth Green,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,High,  905.00 ,  10.00 ,  20.00 ,"  18,100.00 ",2172,"  15,928.00 ",  15.93 ,"  9,050.00 ","  6,878.00 ",  6.88 ,5/2/2022,May,Q2,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_052,PROD_ID_002,High,"  1,594.00 ",  10.00 ,  350.00 ,"  557,900.00 ",66948,"  490,952.00 ",  490.95 ,"  414,440.00 ","  76,512.00 ",  76.51 ,7/12/2021,Jul,Q3,2022,Charlotte Martin,Paseo,France
Small Business,CUST_ID_069,PROD_ID_002,High,"  1,359.00 ",  10.00 ,  300.00 ,"  407,700.00 ",48924,"  358,776.00 ",  358.78 ,"  339,750.00 ","  19,026.00 ",  19.03 ,10/25/2021,Oct,Q4,2022,Jackson Hill,Paseo,Germany
Small Business,CUST_ID_003,PROD_ID_002,High,"  2,150.00 ",  10.00 ,  300.00 ,"  645,000.00 ",77400,"  567,600.00 ",  567.60 ,"  537,500.00 ","  30,100.00 ",  30.10 ,4/23/2022,Apr,Q2,2022,Noah Williams,Paseo,England
Government,CUST_ID_040,PROD_ID_002,High,"  1,197.00 ",  10.00 ,  350.00 ,"  418,950.00 ",50274,"  368,676.00 ",  368.68 ,"  311,220.00 ","  57,456.00 ",  57.46 ,3/27/2022,Mar,Q1,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,High,"  1,233.00 ",  10.00 ,  20.00 ,"  24,660.00 ",2959.2,"  21,700.80 ",  21.70 ,"  12,330.00 ","  9,370.80 ",  9.37 ,7/22/2022,Jul,Q3,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_031,PROD_ID_003,High,"  1,395.00 ",  120.00 ,  350.00 ,"  488,250.00 ",58590,"  429,660.00 ",  429.66 ,"  362,700.00 ","  66,960.00 ",  66.96 ,2/6/2022,Feb,Q1,2022,Benjamin Lee,Velo,India
Government,CUST_ID_041,PROD_ID_003,High,  986.00 ,  120.00 ,  350.00 ,"  345,100.00 ",41412,"  303,688.00 ",  303.69 ,"  256,360.00 ","  47,328.00 ",  47.33 ,12/19/2022,Dec,Q4,2022,Aiden Clark,Velo,USA
Government,CUST_ID_031,PROD_ID_003,High,  905.00 ,  120.00 ,  20.00 ,"  18,100.00 ",2172,"  15,928.00 ",  15.93 ,"  9,050.00 ","  6,878.00 ",  6.88 ,10/26/2022,Oct,Q4,2022,Benjamin Lee,Velo,India
Channel Partners,CUST_ID_142,PROD_ID_004,High,"  2,109.00 ",  250.00 ,  12.00 ,"  25,308.00 ",3036.96,"  22,271.04 ",  22.27 ,"  6,327.00 ","  15,944.04 ",  15.94 ,1/4/2022,Jan,Q1,2022,Abigail Martin,VTT,Italy
Midmarket,CUST_ID_087,PROD_ID_004,High,"  3,874.50 ",  250.00 ,  15.00 ,"  58,117.50 ",6974.1,"  51,143.40 ",  51.14 ,"  38,745.00 ","  12,398.40 ",  12.40 ,12/22/2021,Dec,Q4,2022,Logan Phillips,VTT,India
